Идентификационный ключ инцидента операционного риска,Идентификатор события,Статус события,Признак авторегистрации инцидента,Кем выявлено событие,Название источника,Тип источника инцидента (уровень 1),Тип источника инцидента (уровень 2),Тип события – уровень 1,Тип события – уровень 2,Дата обнаружения (Событие),Дата начала инцидента операционного риска,Дата ввода (Событие),Дата первого подтверждения,Дата последнего подтверждения,Идентификатор профиля риска,Наименование профиля риска,Тип клиента,Количество ошибок,Номер заявки,Номер договора,Идентификатор договора,Предварительное описание,Подробное описание,Идентификатор оргструктуры,Орг. структура – уровень 2 (Терр. структура / Департамент ДЗО),Орг. структура – уровень 3 (Блок / ТБ / ПЦП),Орг. структура – уровень 4 (Дивизион / Департамент),Орг. структура – уровень 5,Орг. структура – уровень 6,Орг. структура – уровень 7,Орг. структура – уровень 8,Орг. структура – уровень 9,Орг. структура – уровень 10,Идентификатор функционального блока,Функциональный блок – уровень 2,Функциональный блок – уровень 3,Функциональный блок – уровень 4,Процесс – уровень 1,Процесс – уровень 2,Процесс – уровень 3,Процесс – уровень 4 (Наименование процесса),Клиентский путь – уровень 4,Идентификационный ключ направления деятельности,Направление деятельности банка,Поднаправление деятельности банка,Связь с ИБ-риском,Связь с риском информационных систем,Связь с поведенческим риском,Связь с модельным риском,Общая сумма всех последствий (руб.),Прямая потеря – итого (руб.),Прямая потеря – с кредитным риском (руб.),Прямая потеря – без кредитного риска (руб.),Косвенная потеря – итого (руб.),Косвенная потеря – с кредитным риском (руб.),Косвенная потеря – без кредитного риска (руб.),Нереализовавшаяся потеря – итого (руб.),Нереализовавшаяся потеря – с кредитным риском (руб.),Нереализовавшаяся потеря – без кредитного риска (руб.),Потеря третьих лиц – итого (руб.),Потеря третьих лиц – с кредитным риском (руб.),Потеря третьих лиц – без кредитного риска (руб.),Прибыль – итого (руб.),Прибыль – с кредитным риском (руб.),Прибыль – без кредитного риска (руб.),Возмещение – итого по инциденту (руб.)
1065760918528876479,EVE-5282169,Исследование,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Нарушение процесса,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-390118,AGR-521084,AGR-SID-184118,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-9730,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-307,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Ипотечное кредитование,Платежи и переводы,BA-958,Розничные банковские услуги,РКО ФЛ,N,N,Y,N,990978.7,990978.7,,990978.7,,,,,,,,,,,,,337691.98
7295658650168329003,EVE-5424150,Закрыт,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-519166,AGR-120492,AGR-SID-515175,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-4115,ПАО Сбербанк,Северо-Западный банк,Отделение,,,,,,,FB-226,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитование ФЛ,Платежи и переводы,BA-169,Розничные банковские услуги,РКО ФЛ,Y,Y,N,Y,,,,,,,,,,,,,,,,,
2652108984587952519,EVE-5439293,Исследование,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Действия третьих лиц,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-559230,AGR-497978,AGR-SID-629312,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-3236,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-469,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Дебетовые карты,Платежи и переводы,BA-354,Розничные банковские услуги,РКО ФЛ,Y,N,N,Y,2955727.16,2955727.16,,2955727.16,,,,,,,,,,,,,632663.8
5927179813938068947,EVE-5657093,Утверждён,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внутреннее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-646294,AGR-875968,AGR-SID-261713,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-8895,ПАО Сбербанк,Юго-Западный банк,Отделение,,,,,,,FB-100,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-612,Розничные банковские услуги,РКО ФЛ,Y,Y,Y,Y,4290420.99,4290420.99,,4290420.99,,,,,,,,,,,,,558489.09
6412455285871879867,EVE-5846261,Черновик,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-678170,AGR-365514,AGR-SID-929780,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-3557,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-613,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,РКО ФЛ,Платежи и переводы,BA-772,Розничные банковские услуги,РКО ФЛ,Y,Y,N,N,,,,,,,,,,,,,,,,,
2612165014683558918,EVE-5792740,Исследование,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-519259,AGR-148271,AGR-SID-268737,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-4376,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-851,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Дебетовые карты,Платежи и переводы,BA-908,Розничные банковские услуги,РКО ФЛ,Y,N,N,N,336995.33,336995.33,,336995.33,,,,,,,,,,,,,119258.8
9496505018154366789,EVE-5458550,Закрыт,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внутреннее мошенничество,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-423523,AGR-145062,AGR-SID-728609,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7856,ПАО Сбербанк,Юго-Западный банк,Отделение,,,,,,,FB-335,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Дебетовые карты,Платежи и переводы,BA-723,Розничные банковские услуги,РКО ФЛ,Y,Y,N,Y,,,,,,,,,,,,,,,,,
7357538299378832910,EVE-5146856,Исследование,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-547923,AGR-825268,AGR-SID-831799,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-4530,ПАО Сбербанк,Уральский банк,Отделение,,,,,,,FB-513,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитование ФЛ,Платежи и переводы,BA-867,Розничные банковские услуги,РКО ФЛ,Y,Y,Y,Y,1141648.89,1141648.89,,1141648.89,,,,,,,,,,,,,440700.69
4346435919546257277,EVE-5355102,Закрыт,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Технические сбои,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-914166,AGR-465587,AGR-SID-961997,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7877,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-491,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Потребительское кредитование,Платежи и переводы,BA-821,Розничные банковские услуги,РКО ФЛ,N,Y,N,N,4140006.39,4140006.39,,4140006.39,,,,,,,,,,,,,1064474.78
6231163733351710273,EVE-5817044,Утверждён,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-715034,AGR-621754,AGR-SID-988753,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-3783,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-745,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитные карты,Платежи и переводы,BA-510,Розничные банковские услуги,РКО ФЛ,Y,Y,N,N,3417644.13,3417644.13,,3417644.13,,,,,,,,,,,,,640148.56
2978299571614693759,EVE-5397563,Возмещение,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-690736,AGR-692881,AGR-SID-394850,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-6768,ПАО Сбербанк,Юго-Западный банк,Отделение,,,,,,,FB-304,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитование ФЛ,Платежи и переводы,BA-687,Розничные банковские услуги,РКО ФЛ,N,Y,Y,N,1746558.85,1746558.85,,1746558.85,,,,,,,,,,,,,357107.46
5911393154617843293,EVE-5078331,Утверждён,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внутреннее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-457608,AGR-314132,AGR-SID-954554,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-2357,ПАО Сбербанк,Юго-Западный банк,Отделение,,,,,,,FB-908,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитование ФЛ,Платежи и переводы,BA-311,Розничные банковские услуги,РКО ФЛ,Y,N,N,Y,1619101.31,1619101.31,,1619101.31,,,,,,,,,,,,,402054.29
3521448996448582116,EVE-5183367,Возмещение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибки персонала,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-656921,AGR-610639,AGR-SID-908789,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-6836,ПАО Сбербанк,Уральский банк,Отделение,,,,,,,FB-338,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,РКО ФЛ,Платежи и переводы,BA-925,Розничные банковские услуги,РКО ФЛ,N,Y,N,N,,,,,,,,,,,,,,,,,
7994196177762414783,EVE-5541723,Возмещение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Технические сбои,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-543375,AGR-386305,AGR-SID-265302,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-9878,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-345,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-409,Розничные банковские услуги,РКО ФЛ,Y,N,N,Y,3143859.51,3143859.51,,3143859.51,,,,,,,,,,,,,442831.83
2043058934819919817,EVE-5656334,Черновик,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Нарушение процесса,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-623061,AGR-477769,AGR-SID-409281,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-2810,ПАО Сбербанк,Юго-Западный банк,Отделение,,,,,,,FB-554,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Дебетовые карты,Платежи и переводы,BA-885,Розничные банковские услуги,РКО ФЛ,Y,Y,Y,N,1509134.36,1509134.36,,1509134.36,,,,,,,,,,,,,165643.42
8329837139206652415,EVE-5623179,Исследование,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибки персонала,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-565036,AGR-359851,AGR-SID-989633,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-4035,ПАО Сбербанк,Северо-Западный банк,Отделение,,,,,,,FB-295,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Потребительское кредитование,Платежи и переводы,BA-711,Розничные банковские услуги,РКО ФЛ,Y,Y,Y,Y,4611658.75,4611658.75,,4611658.75,,,,,,,,,,,,,989144.52
9447666149969453852,EVE-5353183,Закрыт,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибки персонала,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-957948,AGR-158767,AGR-SID-436919,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7485,ПАО Сбербанк,Поволжский банк,Отделение,,,,,,,FB-349,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,РКО ФЛ,Платежи и переводы,BA-422,Розничные банковские услуги,РКО ФЛ,Y,Y,N,Y,1564394.52,1564394.52,,1564394.52,,,,,,,,,,,,,234842.17
4814865323180094232,EVE-5448499,Возмещение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Нарушение процесса,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,1,REQ-618658,AGR-246771,AGR-SID-372066,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-3433,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-278,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Дебетовые карты,Платежи и переводы,BA-373,Розничные банковские услуги,РКО ФЛ,N,N,Y,N,806434.9,806434.9,,806434.9,,,,,,,,,,,,,308533.6
3663629719193178730,EVE-5663703,Закрыт,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Технические сбои,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-566732,AGR-925680,AGR-SID-972342,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-3103,ПАО Сбербанк,Уральский банк,Отделение,,,,,,,FB-124,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитные карты,Платежи и переводы,BA-346,Розничные банковские услуги,РКО ФЛ,Y,Y,Y,N,,,,,,,,,,,,,,,,,
6448146594832320070,EVE-5605247,Черновик,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,5,REQ-836754,AGR-208208,AGR-SID-913302,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-2465,ПАО Сбербанк,Уральский банк,Отделение,,,,,,,FB-916,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Ипотечное кредитование,Платежи и переводы,BA-603,Розничные банковские услуги,РКО ФЛ,Y,N,N,Y,3496404.41,3496404.41,,3496404.41,,,,,,,,,,,,,555284.28
9874689843846114054,EVE-5075819,Исследование,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибки персонала,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-964532,AGR-485042,AGR-SID-484180,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-4450,ПАО Сбербанк,Юго-Западный банк,Отделение,,,,,,,FB-483,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Дебетовые карты,Платежи и переводы,BA-705,Розничные банковские услуги,РКО ФЛ,N,Y,N,N,123333.64,123333.64,,123333.64,,,,,,,,,,,,,12669.64
9454056214947135927,EVE-5795575,Исследование,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-157273,AGR-407000,AGR-SID-114873,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-9079,ПАО Сбербанк,Уральский банк,Отделение,,,,,,,FB-118,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Потребительское кредитование,Платежи и переводы,BA-315,Розничные банковские услуги,РКО ФЛ,N,N,N,Y,2208695.72,2208695.72,,2208695.72,,,,,,,,,,,,,521333.53
3312040416877378420,EVE-5585705,Черновик,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-577093,AGR-447739,AGR-SID-290262,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-4889,ПАО Сбербанк,Юго-Западный банк,Отделение,,,,,,,FB-855,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Ипотечное кредитование,Платежи и переводы,BA-182,Розничные банковские услуги,РКО ФЛ,N,N,Y,N,,,,,,,,,,,,,,,,,
2329098539192120011,EVE-5654318,Черновик,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-445642,AGR-193562,AGR-SID-927410,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-2891,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-948,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Дебетовые карты,Платежи и переводы,BA-599,Розничные банковские услуги,РКО ФЛ,Y,N,Y,Y,4834113.56,4834113.56,,4834113.56,,,,,,,,,,,,,1251249.59
9260185377633780857,EVE-5468565,Утверждён,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внутреннее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-971121,AGR-787884,AGR-SID-735467,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7512,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-383,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитные карты,Платежи и переводы,BA-501,Розничные банковские услуги,РКО ФЛ,Y,Y,Y,N,,,,,,,,,,,,,,,,,
9741164814120221957,EVE-5791595,Возмещение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-487816,AGR-959714,AGR-SID-925607,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-9421,ПАО Сбербанк,Среднерусский банк,Отделение,,,,,,,FB-533,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Ипотечное кредитование,Платежи и переводы,BA-806,Розничные банковские услуги,РКО ФЛ,N,Y,N,N,,,,,,,,,,,,,,,,,
3685354222334646257,EVE-5476813,Черновик,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Технические сбои,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-773585,AGR-391595,AGR-SID-594038,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-9020,ПАО Сбербанк,Среднерусский банк,Отделение,,,,,,,FB-379,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-444,Розничные банковские услуги,РКО ФЛ,Y,N,N,Y,2257242.54,2257242.54,,2257242.54,,,,,,,,,,,,,331097.16
3538536470195562509,EVE-5838862,Утверждён,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибки персонала,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-463510,AGR-403858,AGR-SID-341838,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-7106,ПАО Сбербанк,Волго-Вятский банк,Отделение,,,,,,,FB-188,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Кредитование ФЛ,Платежи и переводы,BA-127,Розничные банковские услуги,РКО ФЛ,N,Y,Y,N,,,,,,,,,,,,,,,,,
9701105596469794186,EVE-5499807,Черновик,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибки персонала,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-626703,AGR-865065,AGR-SID-659542,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-9168,ПАО Сбербанк,Уральский банк,Отделение,,,,,,,FB-596,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-971,Розничные банковские услуги,РКО ФЛ,N,Y,Y,Y,3411406.68,3411406.68,,3411406.68,,,,,,,,,,,,,828959.79
5617417238950818494,EVE-5912365,Закрыт,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-690515,AGR-460760,AGR-SID-242682,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-4530,ПАО Сбербанк,Волго-Вятский банк,Отделение,,,,,,,FB-930,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-674,Розничные банковские услуги,РКО ФЛ,N,N,Y,Y,3991047.79,3991047.79,,3991047.79,,,,,,,,,,,,,1361536.18
7706391656771798277,EVE-5359418,Утверждение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,2,REQ-340675,AGR-589131,AGR-SID-570921,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-1919,ПАО Сбербанк,Московский банк,Отделение,,,,,,,FB-409,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-728,Розничные банковские услуги,РКО ФЛ,N,Y,Y,Y,2011816.93,2011816.93,,2011816.93,,,,,,,,,,,,,766637.17
6357920741819029606,EVE-5139018,Исследование,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внутреннее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-557462,AGR-278697,AGR-SID-381358,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-5976,ПАО Сбербанк,Сибирский банк,Отделение,,,,,,,FB-141,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Потребительское кредитование,Платежи и переводы,BA-299,Розничные банковские услуги,РКО ФЛ,Y,N,Y,N,4925843.45,4925843.45,,4925843.45,,,,,,,,,,,,,831633.25
8685646929692568485,EVE-5294313,Утверждение,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внутреннее мошенничество,Технический сбой,01.01.2025,01.01.2025,01.01.2025,01.01.2025,01.01.2025,RP-08,Информационная безопасность,Физическое лицо,4,REQ-396807,AGR-526262,AGR-SID-498533,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-9132,ПАО Сбербанк,Дальневосточный банк,Отделение,,,,,,,FB-379,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Депозиты ФЛ,Платежи и переводы,BA-674,Розничные банковские услуги,РКО ФЛ,Y,N,Y,N,2813385.71,2813385.71,,2813385.71,,,,,,,,,,,,,836214.94
7364160274878059345,EVE-5788422,Возмещение,N,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Внешнее мошенничество,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,5,REQ-568552,AGR-643180,AGR-SID-752372,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-6325,ПАО Сбербанк,Уральский банк,Отделение,,,,,,,FB-205,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,Потребительское кредитование,Платежи и переводы,BA-839,Розничные банковские услуги,РКО ФЛ,Y,Y,Y,Y,4401424.25,4401424.25,,4401424.25,,,,,,,,,,,,,1483744.41
8184212314878972817,EVE-5684504,Возмещение,Y,Система мониторинга,РКО ФЛ,Внутренняя система,Сервер авторизации,Ошибка ввода данных,Технический сбой,02.01.2025,02.01.2025,02.01.2025,02.01.2025,02.01.2025,RP-08,Информационная безопасность,Физическое лицо,3,REQ-379759,AGR-131051,AGR-SID-316558,Описание инцидента операционного риска,Подробное описание инцидента операционного риска,ORG-1488,ПАО Сбербанк,Среднерусский банк,Отделение,,,,,,,FB-597,Розничный бизнес,Депозиты и расчеты,РКО ФЛ,РКО,РКО ФЛ,Проведение платежа,РКО ФЛ,Платежи и переводы,BA-223,Розничные банковские услуги,РКО ФЛ,N,Y,N,N,1209925.11,1209925.11,,1209925.11,,,,,,,,,,,,,468658.68
